Date,Open,High,Low,Close,Adj Close,Volume
1996-10-01,20991.11,21273.7,20269.27,20405.32,20405.32,1138119398
1996-11-01,20406.44,20554.34,19600.83,19876.3,19876.3,1116273232
1996-12-01,19800.03,20072.22,19216.66,19361.0,19361.0,1108300283
1997-01-01,19420.77,19866.72,19190.59,19499.02,19499.02,746189424
1997-02-01,19491.68,20119.71,19278.46,19638.02,19638.02,1353162580
1997-03-01,19686.29,19901.08,19486.12,19778.01,19778.01,751007929
1997-04-01,19875.74,20055.71,19497.97,19919.0,19919.0,725387896
1997-05-01,19900.85,20576.11,19509.3,20060.99,20060.99,1216704654
1997-06-01,20045.02,20513.67,19683.32,20204.0,20204.0,1425413849
1997-07-01,20178.88,20480.08,18737.37,19111.21,19111.21,1222827278
1997-08-01,19082.12,19331.31,17729.01,18077.53,18077.53,1282286512
1997-09-01,18027.39,18123.68,16876.5,17099.75,17099.75,1238799886
1997-10-01,17107.35,17404.17,15985.9,16174.86,16174.86,976927787
1997-11-01,16138.57,16394.78,15176.88,15300.0,15300.0,1347582546
1997-12-01,15287.64,15566.74,15176.26,15259.0,15259.0,864865297
1998-01-01,15198.1,15530.27,14961.78,15208.75,15208.75,738941056
1998-02-01,15245.34,15375.15,14993.96,15158.68,15158.68,1390984194
1998-03-01,15091.44,15302.31,14831.31,15108.76,15108.76,1285213986
1998-04-01,15081.4,15308.95,14853.33,15059.01,15059.01,941411548
1998-05-01,15005.29,15174.05,14862.63,15009.42,15009.42,748766109
1998-06-01,15076.74,15358.28,14632.35,14960.0,14960.0,1041760465
1998-07-01,14959.34,15245.42,14076.92,14410.17,14410.17,1328643676
1998-08-01,14384.05,14488.17,13670.07,13880.56,13880.56,1303532877
1998-09-01,13876.88,14008.86,13048.12,13370.4,13370.4,1344620927
1998-10-01,13425.86,13687.89,12620.82,12879.0,12879.0,807274200
1998-11-01,12845.88,13651.72,12603.95,13351.82,13351.82,1377706708
1998-12-01,13297.41,13982.4,13177.37,13842.0,13842.0,1238937536
1999-01-01,13856.25,14542.79,13628.65,14397.66,14397.66,1279444191
1999-02-01,14406.13,15402.07,14262.15,14975.62,14975.62,1465615808
1999-03-01,14903.04,16059.3,14802.3,15576.79,15576.79,1499657605
1999-04-01,15573.51,16547.5,15447.87,16202.09,16202.09,1432101167
1999-05-01,16210.53,17109.96,15999.71,16852.49,16852.49,987407644
1999-06-01,16812.31,17852.0,16703.38,17529.0,17529.0,1485054765
1999-07-01,17523.65,18282.82,17338.59,17755.71,17755.71,1031144136
1999-08-01,17766.81,18146.14,17608.48,17985.35,17985.35,1447806600
1999-09-01,17999.58,18384.02,17820.52,18217.96,18217.96,1003871819
1999-10-01,18278.69,18872.0,17999.53,18453.58,18453.58,905861406
1999-11-01,18512.93,19109.56,18284.13,18692.25,18692.25,834586916
1999-12-01,18747.38,19396.91,18516.33,18934.0,18934.0,1433519511
2000-01-01,18941.98,19518.27,18837.66,19390.57,19390.57,1377357906
2000-02-01,19476.89,20367.25,19259.03,19858.15,19858.15,1374035773
2000-03-01,19804.81,20443.7,19555.55,20337.0,20337.0,998560554
2000-04-01,20360.96,20651.06,19125.68,19477.17,19477.17,1090283507
2000-05-01,19381.08,19481.43,18293.79,18653.7,18653.7,919792589
2000-06-01,18742.77,19065.09,17450.59,17865.04,17865.04,1344934159
2000-07-01,17938.25,18053.85,16955.39,17109.73,17109.73,853545645
2000-08-01,17114.25,17268.45,16128.81,16386.35,16386.35,998441266
2000-09-01,16370.95,16695.97,15519.38,15693.55,15693.55,1247233300
2000-10-01,15748.14,16029.61,14646.64,15030.04,15030.04,774800404
2000-11-01,15011.9,15099.59,14318.94,14394.59,14394.59,837106860
2000-12-01,14394.57,14635.9,13506.45,13786.0,13786.0,1386368250
2001-01-01,13730.22,13807.63,13086.39,13228.04,13228.04,1394493512
2001-02-01,13279.3,13354.97,12603.71,12692.65,12692.65,1440467848
2001-03-01,12743.34,12813.34,11812.64,12178.94,12178.94,951587754
2001-04-01,12235.14,12434.38,11402.71,11686.02,11686.02,1018636816
2001-05-01,11636.58,11736.74,10904.29,11213.05,11213.05,1011325285
2001-06-01,11257.51,11441.39,10664.77,10759.22,10759.22,1490782366
2001-07-01,10783.34,10994.85,10257.17,10323.76,10323.76,1049670602
2001-08-01,10358.72,10530.01,9601.01,9905.92,9905.92,1017362439
2001-09-01,9933.02,10023.41,9202.74,9505.0,9505.0,1092482764
2001-10-01,9491.29,10003.04,9347.07,9839.12,9839.12,1228537526
2001-11-01,9798.35,10455.37,9644.55,10184.98,10184.98,765630407
2001-12-01,10149.76,10776.16,9986.4,10543.0,10543.0,953342582
2002-01-01,10501.52,10602.59,10210.9,10363.43,10363.43,915813154
2002-02-01,10325.35,10446.49,9983.41,10186.92,10186.92,1026435340
2002-03-01,10138.66,10203.51,9801.66,10013.42,10013.42,959544264
2002-04-01,10001.93,10110.12,9771.14,9842.87,9842.87,1420908835
2002-05-01,9882.75,10016.95,9582.55,9675.22,9675.22,1004585618
2002-06-01,9640.28,9759.79,9446.64,9510.44,9510.44,1047741015
2002-07-01,9502.93,9561.41,9238.18,9348.45,9348.45,897272054
2002-08-01,9360.14,9434.4,9116.74,9189.23,9189.23,943726396
2002-09-01,9230.47,9362.5,8791.46,9032.72,9032.72,963633373
2002-10-01,9017.79,9179.14,8600.93,8878.87,8878.87,808899577
2002-11-01,8862.95,8933.97,8609.98,8727.65,8727.65,1471659698
2002-12-01,8768.56,8903.81,8422.37,8579.0,8579.0,1160703425
2003-01-01,8556.9,8704.49,8279.09,8410.37,8410.37,791110258
2003-02-01,8415.74,8526.7,8052.08,8245.06,8245.06,1140079325
2003-03-01,8282.41,8411.83,7946.9,8083.0,8083.0,933064966
2003-04-01,8098.59,8235.74,7575.46,7699.0,7699.0,1099442572
2003-05-01,7709.27,8552.95,7588.01,8362.42,8362.42,1331261410
2003-06-01,8326.79,9245.94,8235.09,9083.0,9083.0,1105290114
2003-07-01,9121.18,9514.72,8967.39,9331.1,9331.1,987623594
2003-08-01,9368.0,9799.07,9309.22,9585.97,9585.97,1315163238
2003-09-01,9601.08,10069.07,9546.69,9847.8,9847.8,1486886564
2003-10-01,9865.28,10372.97,9673.05,10116.79,10116.79,1044364435
2003-11-01,10067.27,10588.39,9938.59,10393.12,10393.12,1164414636
2003-12-01,10400.94,10843.14,10228.44,10677.0,10677.0,1170871965
2004-01-01,10677.05,10920.25,10606.92,10858.75,10858.75,1032780342
2004-02-01,10908.89,11379.31,10831.16,11043.6,11043.6,949512275
2004-03-01,11038.67,11434.2,10904.63,11231.6,11231.6,1050532750
2004-04-01,11253.7,11572.51,11060.66,11422.79,11422.79,792068213
2004-05-01,11462.68,11887.72,11377.1,11617.24,11617.24,1487120376
2004-06-01,11587.49,11925.16,11432.24,11815.0,11815.0,1466770097
2004-07-01,11783.32,11874.84,11497.7,11759.86,11759.86,1045707561
2004-08-01,11704.49,11825.86,11542.0,11704.98,11704.98,1011068624
2004-09-01,11728.94,11919.95,11337.71,11650.35,11650.35,750051001
2004-10-01,11603.96,11694.52,11435.94,11595.98,11595.98,1066040337
2004-11-01,11568.42,11717.84,11284.99,11541.86,11541.86,1177576663
2004-12-01,11554.71,11672.79,11168.3,11488.0,11488.0,1193890143
2005-01-01,11524.04,11633.08,11254.75,11503.12,11503.12,767801574
2005-02-01,11461.01,11670.82,11372.24,11518.25,11518.25,1254749233
2005-03-01,11519.5,11634.01,11395.6,11533.41,11533.41,848602959
2005-04-01,11549.04,11718.57,11179.06,11548.59,11548.59,1143930060
2005-05-01,11547.39,11719.82,11411.54,11563.78,11563.78,742889010
2005-06-01,11547.48,11679.58,11348.54,11579.0,11579.0,1471063271
2005-07-01,11579.63,12521.66,11449.54,12234.31,12234.31,1371913441
2005-08-01,12232.93,13002.12,12032.12,12926.72,12926.72,933671927
2005-09-01,12897.61,13788.63,12744.65,13658.3,13658.3,1294014601
2005-10-01,13694.62,14547.57,13602.69,14431.3,14431.3,1320090422
2005-11-01,14477.95,15662.94,14396.52,15248.04,15248.04,1275184192
2005-12-01,15255.1,16236.11,14988.89,16111.0,16111.0,1301076395
2006-01-01,16078.41,16267.27,15551.45,15778.84,15778.84,1353382868
2006-02-01,15769.23,16031.54,15277.4,15453.53,15453.53,1348562173
2006-03-01,15467.12,15709.36,14800.68,15134.93,15134.93,832785294
2006-04-01,15080.33,15202.54,14725.03,14822.9,14822.9,980652383
2006-05-01,14790.45,14936.21,14168.75,14517.3,14517.3,931466594
2006-06-01,14483.52,14770.04,13886.14,14218.0,14218.0,776180131
2006-07-01,14283.8,15117.54,13999.73,14679.97,14679.97,1393638072
2006-08-01,14625.2,15334.92,14396.01,15156.96,15156.96,1362785442
2006-09-01,15196.59,15934.5,14988.98,15649.44,15649.44,914973721
2006-10-01,15636.02,16515.15,15351.41,16157.93,16157.93,774475827
2006-11-01,16160.45,17188.11,15990.18,16682.93,16682.93,1460203263
2006-12-01,16654.12,17671.16,16387.81,17225.0,17225.0,1284745549
2007-01-01,17217.84,17843.24,17115.4,17585.23,17585.23,1127539571
2007-02-01,17535.61,18145.46,17377.3,17953.0,17953.0,1362674893
2007-03-01,17923.87,18354.79,17703.77,17989.85,17989.85,974991696
2007-04-01,18022.69,18165.37,17720.66,18026.77,18026.77,1067665410
2007-05-01,17959.03,18369.32,17869.06,18063.77,18063.77,1466425415
2007-06-01,18010.0,18255.82,17744.35,18100.85,18100.85,827181970
2007-07-01,18179.18,18448.57,17924.69,18138.0,18138.0,997475014
2007-08-01,18211.24,18410.57,17300.67,17532.96,17532.96,1259553097
2007-09-01,17486.35,17758.35,16862.86,16948.1,16948.1,1081445366
2007-10-01,16885.85,17142.51,16296.73,16382.75,16382.75,1256477685
2007-11-01,16434.7,16620.98,15700.56,15836.26,15836.26,756662644
2007-12-01,15817.74,15921.13,15101.95,15308.0,15308.0,1404791195
2008-01-01,15252.45,15501.03,14772.2,14900.27,14900.27,1494352124
2008-02-01,14847.05,14923.17,14176.33,14503.39,14503.39,1052079536
2008-03-01,14535.65,14641.33,13889.57,14117.09,14117.09,1249252935
2008-04-01,14167.9,14260.09,13393.2,13741.07,13741.07,1171659134
2008-05-01,13725.14,13858.51,13257.7,13375.07,13375.07,921574125
2008-06-01,13319.47,13505.94,12740.15,13018.82,13018.82,1323175722
2008-07-01,13043.62,13237.66,12505.49,12672.06,12672.06,1114199302
2008-08-01,12673.27,12792.82,12254.69,12334.54,12334.54,1418330048
2008-09-01,12390.62,12473.52,11784.02,12006.0,12006.0,1175143814
2008-10-01,12009.4,12247.22,8316.87,8576.0,8576.0,805586304
2008-11-01,8606.94,8846.43,8475.74,8716.84,8716.84,1310180750
2008-12-01,8756.46,8908.29,8703.8,8860.0,8860.0,909748221
2009-01-01,8819.23,8967.74,8103.4,8257.64,8257.64,1202856556
2009-02-01,8257.73,8385.95,7640.63,7696.24,7696.24,1129251852
2009-03-01,7705.17,7779.51,7038.11,7173.0,7173.0,862557995
2009-04-01,7195.1,8126.29,7090.66,8001.87,8001.87,1367621175
2009-05-01,8016.35,9139.53,7888.5,8926.51,8926.51,1377174492
2009-06-01,8887.05,10124.61,8782.17,9958.0,9958.0,1187065923
2009-07-01,9939.01,10304.99,9871.51,10053.67,10053.67,1266320485
2009-08-01,10073.93,10462.2,9944.53,10150.26,10150.26,1326389681
2009-09-01,10172.67,10334.14,10002.62,10247.78,10247.78,915011589
2009-10-01,10287.38,10406.17,10111.4,10346.24,10346.24,917584476
2009-11-01,10301.12,10660.51,10237.7,10445.64,10445.64,1064158222
2009-12-01,10431.03,10760.15,10321.35,10546.0,10546.0,904092864
2010-01-01,10504.12,10670.53,10226.93,10342.42,10342.42,1107059907
2010-02-01,10295.27,10384.51,9962.87,10142.78,10142.78,1006383579
2010-03-01,10107.29,10287.83,9748.77,9946.99,9946.99,1431158135
2010-04-01,9970.93,10068.91,9596.57,9754.98,9754.98,1276230337
2010-05-01,9732.66,9835.75,9389.16,9566.67,9566.67,1421552807
2010-06-01,9535.99,9724.06,9093.41,9382.0,9382.0,755141150
2010-07-01,9378.73,9782.68,9285.79,9517.98,9517.98,1142473116
2010-08-01,9471.15,9851.19,9380.61,9655.92,9655.92,1198174019
2010-09-01,9652.44,9975.34,9492.31,9795.87,9795.87,856337939
2010-10-01,9835.1,10053.31,9784.98,9937.85,9937.85,1028028887
2010-11-01,9911.31,10360.83,9731.34,10081.88,10081.88,1460792209
2010-12-01,10031.62,10513.6,9872.03,10228.0,10228.0,783159215
2011-01-01,10231.05,10357.71,9809.96,9875.31,9875.31,1497567416
2011-02-01,9896.21,10082.45,9256.11,9534.78,9534.78,1115807374
2011-03-01,9553.93,9741.37,9138.87,9206.0,9206.0,776461604
2011-04-01,9172.26,9228.42,8912.67,9097.64,9097.64,1047986302
2011-05-01,9139.87,9221.35,8869.13,8990.55,8990.55,1340653457
2011-06-01,9008.6,9096.62,8775.07,8884.73,8884.73,759749948
2011-07-01,8858.32,8980.3,8699.41,8780.15,8780.15,831499984
2011-08-01,8777.17,8891.61,8407.43,8676.8,8676.8,866108980
2011-09-01,8660.17,8719.05,8495.31,8574.67,8574.67,1248843874
2011-10-01,8602.66,8650.87,8240.12,8473.74,8473.74,962234927
2011-11-01,8439.1,8526.33,8216.04,8374.0,8374.0,1241746701
2011-12-01,8353.92,8504.37,8261.47,8455.0,8455.0,1061760935
2012-01-01,8475.98,8647.45,8331.39,8498.93,8498.93,811834431
2012-02-01,8457.45,8812.44,8398.58,8543.08,8543.08,1358938732
2012-03-01,8532.16,8779.88,8414.98,8587.46,8587.46,907056521
2012-04-01,8614.32,8690.26,8454.63,8632.08,8632.08,1054745059
2012-05-01,8600.03,8914.61,8514.26,8676.92,8676.92,734157055
2012-06-01,8673.54,8900.76,8523.27,8722.0,8722.0,1015998950
2012-07-01,8680.96,8947.88,8609.6,8862.22,8862.22,849720890
2012-08-01,8842.71,9058.14,8716.37,9004.69,9004.69,896627823
2012-09-01,8986.24,9331.24,8933.09,9149.45,9149.45,923820789
2012-10-01,9116.26,9565.08,8998.78,9296.54,9296.54,1204603511
2012-11-01,9324.64,9745.57,9168.65,9446.0,9446.0,987289687
2012-12-01,9450.21,10703.13,9331.74,10395.0,10395.0,1010705019
2013-01-01,10361.72,11000.17,10170.68,10881.42,10881.42,1322830625
2013-02-01,10833.39,11610.38,10654.61,11390.6,11390.6,1499684597
2013-03-01,11444.59,12194.69,11341.61,11923.61,11923.61,1353028129
2013-04-01,11973.36,12879.75,11874.09,12481.56,12481.56,1377204072
2013-05-01,12518.67,13426.99,12297.37,13065.61,13065.61,840880294
2013-06-01,13077.7,14003.0,12833.02,13677.0,13677.0,722565255
2013-07-01,13704.43,14366.24,13520.15,14081.55,14081.55,850586931
2013-08-01,14150.26,14763.23,14013.92,14498.06,14498.06,1092349136
2013-09-01,14438.65,15089.71,14252.44,14926.89,14926.89,700546797
2013-10-01,14989.27,15499.39,14753.13,15368.4,15368.4,1435024629
2013-11-01,15421.32,15911.46,15208.51,15822.98,15822.98,1433779317
2013-12-01,15866.39,16751.03,15558.45,16291.0,16291.0,998872624
2014-01-01,16362.99,16469.61,15885.52,16097.16,16097.16,809161335
2014-02-01,16042.03,16312.78,15413.54,15905.62,15905.62,1219344212
2014-03-01,15853.8,16098.0,15243.64,15716.37,15716.37,1329593434
2014-04-01,15672.87,15792.46,15323.07,15529.36,15529.36,1250798751
2014-05-01,15471.49,15769.04,14874.81,15344.58,15344.58,1013281141
2014-06-01,15420.43,15505.02,14839.59,15162.0,15162.0,1436830573
2014-07-01,15232.89,15836.12,14942.7,15521.5,15521.5,812514694
2014-08-01,15559.58,16390.44,15442.6,15889.53,15889.53,1408256202
2014-09-01,15824.18,16628.3,15534.6,16266.29,16266.29,1057303947
2014-10-01,16228.09,16765.71,16084.48,16651.97,16651.97,786427680
2014-11-01,16568.93,17469.22,16245.23,17046.81,17046.81,1407641598
2014-12-01,17045.63,17795.53,16934.46,17451.0,17451.0,1083591400
2015-01-01,17514.53,18402.39,17384.23,17978.93,17978.93,758967511
2015-02-01,18041.09,18774.83,17693.35,18522.82,18522.82,759360321
2015-03-01,18461.72,19555.74,18217.92,19083.17,19083.17,1418499338
2015-04-01,19005.52,20084.52,18772.88,19660.47,19660.47,724794563
2015-05-01,19747.46,20843.12,19602.19,20255.24,20255.24,781006248
2015-06-01,20195.6,21365.17,19875.89,20868.0,20868.0,1283979204
2015-07-01,20819.02,20997.29,19199.21,19321.71,19321.71,1157415846
2015-08-01,19387.38,19589.25,17594.0,17890.0,17890.0,935639559
2015-09-01,17918.99,18358.19,17822.47,18169.39,18169.39,836665753
2015-10-01,18131.56,18965.8,17957.04,18453.14,18453.14,1017973878
2015-11-01,18451.12,18881.14,18208.27,18741.32,18741.32,847904976
2015-12-01,18813.56,19358.26,18645.19,19034.0,19034.0,1072046364
2016-01-01,18981.89,19094.35,17074.61,17518.0,17518.0,1233974767
2016-02-01,17445.42,17674.34,16576.9,17110.91,17110.91,1171781153
2016-03-01,17120.09,17415.85,16440.81,16713.29,16713.29,1128411529
2016-04-01,16774.61,17080.32,16033.36,16324.9,16324.9,763164039
2016-05-01,16390.66,16596.06,15478.14,15945.54,15945.54,1340360269
2016-06-01,15973.85,16082.54,15178.71,15575.0,15575.0,838303178
2016-07-01,15650.44,16548.04,15542.57,16115.68,16115.68,1038699919
2016-08-01,16194.37,17207.5,15961.04,16675.13,16675.13,1367286494
2016-09-01,16634.76,17766.15,16534.86,17254.0,17254.0,1010479322
2016-10-01,17236.29,18075.37,17031.66,17852.97,17852.97,1398773002
2016-11-01,17904.12,18825.72,17701.92,18472.73,18472.73,1031553919
2016-12-01,18407.74,19600.95,18056.25,19114.0,19114.0,1439942533
2017-01-01,19125.98,19509.31,18876.68,19264.19,19264.19,975095342
2017-02-01,19247.02,19767.18,18974.97,19415.55,19415.55,729972536
2017-03-01,19371.95,19987.52,19073.52,19568.11,19568.11,731026025
2017-04-01,19644.34,19946.98,19326.37,19721.86,19721.86,1436667986
2017-05-01,19800.16,20414.87,19611.15,19876.82,19876.82,924277322
2017-06-01,19875.15,20186.29,19516.74,20033.0,20033.0,807508416
2017-07-01,20128.0,21023.05,19946.02,20464.43,20464.43,1033418182
2017-08-01,20494.21,21128.99,20138.44,20905.15,20905.15,1292755839
2017-09-01,20959.39,21935.53,20692.6,21355.36,21355.36,827177954
2017-10-01,21315.02,22004.24,20936.27,21815.26,21815.26,1403466073
2017-11-01,21712.5,22897.67,21331.35,22285.07,22285.07,899592209
2017-12-01,22275.37,23311.93,22072.45,22765.0,22765.0,1358805033
2018-01-01,22766.17,23290.74,22641.9,23098.0,23098.0,997973409
2018-02-01,23119.72,23537.2,22485.34,22964.05,22964.05,979807921
2018-03-01,22886.77,23258.33,22292.08,22830.87,22830.87,928055501
2018-04-01,22804.97,23114.75,21993.61,22698.46,22698.46,1385688949
2018-05-01,22731.92,22937.33,22204.48,22566.82,22566.82,716041885
2018-06-01,22630.08,22746.25,21771.6,22435.95,22435.95,1217897243
2018-07-01,22458.64,22655.96,21709.44,22305.84,22305.84,944367758
2018-08-01,22410.01,22664.52,21840.17,22176.47,22176.47,978967359
2018-09-01,22121.48,22456.79,21446.92,22047.86,22047.86,1017722031
2018-10-01,21960.18,22288.17,21311.31,21920.0,21920.0,999383810
2018-11-01,21952.3,22160.34,20779.99,20945.85,20945.85,751069643
2018-12-01,21048.15,21425.38,19773.8,20015.0,20015.0,1268875020
2019-01-01,20093.53,20402.64,19762.35,20219.69,20219.69,1419749635
2019-02-01,20281.45,20859.54,19979.1,20426.48,20426.48,1244604600
2019-03-01,20471.68,21294.31,20289.66,20635.39,20635.39,1034852548
2019-04-01,20612.33,21349.2,20332.4,20846.42,20846.42,851932128
2019-05-01,20893.65,21468.92,20543.19,21059.62,21059.62,1425221204
2019-06-01,21095.82,21867.0,20724.33,21275.0,21275.0,1401195827
2019-07-01,21207.16,21837.73,21018.85,21654.65,21654.65,1346675095
2019-08-01,21711.59,22555.79,21493.72,22041.08,22041.08,771439857
2019-09-01,22009.19,22732.59,21638.96,22434.41,22434.41,965053709
2019-10-01,22380.69,23473.73,22110.82,22834.75,22834.75,1393114695
2019-11-01,22853.84,23403.14,22434.67,23242.24,23242.24,1100381899
2019-12-01,23327.65,23965.86,23192.1,23657.0,23657.0,1383391816
2020-01-01,23571.21,23833.74,22732.22,23205.0,23205.0,1425296747
2020-02-01,23195.15,23560.13,20592.62,21143.0,21143.0,1090064676
2020-03-01,21170.7,21478.05,17728.63,17820.0,17820.0,918822289
2020-04-01,17866.54,19692.05,17646.01,19199.75,19199.75,1310855333
2020-05-01,19120.65,21143.58,18909.35,20686.32,20686.32,1472262272
2020-06-01,20662.19,22519.44,20443.24,22288.0,22288.0,711261694
2020-07-01,22248.37,23308.69,21911.28,23074.58,23074.58,1201349542
2020-08-01,23016.62,24230.47,22857.03,23888.92,23888.92,1006840381
2020-09-01,23910.1,25405.79,23683.6,24732.0,24732.0,932662233
2020-10-01,24788.35,25966.41,24334.24,25604.83,25604.83,1496377927
2020-11-01,25564.57,26898.14,25364.49,26508.47,26508.47,1458467482
2020-12-01,26619.33,27750.48,26195.88,27444.0,27444.0,804964621
2021-01-01,27508.24,28278.09,27219.43,28010.24,28010.24,1220432304
2021-02-01,27880.65,28928.54,27517.62,28588.16,28588.16,738869569
2021-03-01,28729.58,29838.77,28577.42,29178.0,29178.0,1251799798
2021-04-01,29153.72,29934.18,28800.49,29353.67,29353.67,822501678
2021-05-01,29410.96,29918.13,28972.01,29530.39,29530.39,1229986372
2021-06-01,29462.47,29966.75,28948.06,29708.18,29708.18,783931389
2021-07-01,29773.17,30128.48,29576.85,29887.04,29887.04,858917329
2021-08-01,29797.31,30642.01,29558.18,30066.98,30066.98,1262749400
2021-09-01,30005.45,30804.61,29761.94,30248.0,30248.0,1446499475
2021-10-01,30196.76,30651.96,28876.99,29754.32,29754.32,1368185732
2021-11-01,29804.61,29993.91,28717.98,29268.7,29268.7,1278850893
2021-12-01,29152.0,29398.84,27878.5,28791.0,28791.0,936817742
2022-01-01,28780.72,29000.04,28291.33,28463.97,28463.97,932453741
2022-02-01,28549.81,29008.84,27927.76,28140.65,28140.65,1306563203
2022-03-01,28012.86,28431.66,27553.81,27821.0,27821.0,986021923
2022-04-01,27803.67,28309.06,27131.67,27336.96,27336.96,1351971431
2022-05-01,27250.27,27779.87,26529.89,26861.34,26861.34,1008572391
2022-06-01,26955.54,27352.67,25694.12,26394.0,26394.0,790445245
2022-07-01,26445.78,27499.86,26250.32,26687.32,26687.32,1032822173
2022-08-01,26711.54,27613.08,26505.36,26983.91,26983.91,1003800623
2022-09-01,26945.75,27924.43,26472.1,27283.79,27283.79,1478755664
2022-10-01,27183.02,27809.06,26879.4,27587.0,27587.0,736777860
2022-11-01,27521.24,27949.7,26205.37,26830.63,26830.63,1314022974
2022-12-01,26851.2,27379.32,25492.58,26095.0,26095.0,970640513
2023-01-01,26101.03,26930.55,25711.45,26728.18,26728.18,898861595
2023-02-01,26686.95,27798.09,26217.65,27376.72,27376.72,1146675389
2023-03-01,27510.26,28668.33,27307.95,28041.0,28041.0,1379076459
2023-04-01,28139.67,29664.7,27791.45,29457.87,29457.87,892713453
2023-05-01,29596.36,31287.14,29162.78,30946.33,30946.33,1022621594
2023-06-01,30864.32,33375.87,30502.55,32510.0,32510.0,1385271379
2023-07-01,32492.79,32897.67,31559.76,32290.86,32290.86,782114657
2023-08-01,32262.55,32423.95,31834.12,32073.2,32073.2,1183362620
2023-09-01,32111.38,32516.79,31519.79,31857.0,31857.0,1237179496
2023-10-01,32000.47,32593.6,31733.47,32384.23,32384.23,1063567986
2023-11-01,32403.71,33505.32,31922.27,32920.18,32920.18,1272730800
2023-12-01,32793.11,33832.69,32461.24,33465.0,33465.0,1363907108
2024-01-01,33620.42,36433.62,33098.25,35751.0,35751.0,736622487
2024-02-01,35630.93,40119.89,35067.13,39166.0,39166.0,785569204
2024-03-01,39209.42,41584.75,38782.29,40369.0,40369.0,1065636806
2024-04-01,40482.61,40750.46,39455.95,40105.28,40105.28,1441301224
2024-05-01,40240.62,40907.9,39159.43,39843.28,39843.28,1226765356
2024-06-01,40025.05,40524.66,38818.26,39583.0,39583.0,738857284
2024-07-01,39755.31,40242.07,36961.69,37667.0,37667.0,1436929851
2024-08-01,37545.41,38144.54,31191.67,31458.0,31458.0,1009924463
2024-09-01,31489.63,38624.71,31150.49,37919.0,37919.0,1483600608
2024-10-01,38076.71,39125.72,37335.97,38647.0,38647.0,1476393319
2024-11-01,38628.78,39061.08,37294.81,38208.0,38208.0,1298741492
2024-12-01,38131.17,41020.57,37533.34,39894.0,39894.0,1448409661
2025-01-01,39946.89,40520.63,38025.19,38520.0,38520.0,976234864
2025-02-01,38586.4,39155.6,36007.85,37155.0,37155.0,1103114751
2025-03-01,37227.2,37477.78,35100.18,35617.0,35617.0,1084295937
2025-04-01,35642.16,36043.57,34215.74,35100.0,35100.0,1373111441
2025-05-01,35024.86,38444.3,34575.11,37440.0,37440.0,720217713
2025-06-01,37307.21,37605.61,35134.68,36045.0,36045.0,828748315
2025-07-01,35968.09,38938.16,35415.65,37890.0,37890.0,936112452
2025-08-01,37986.09,38639.84,36514.18,36800.0,36800.0,1394428298
2025-09-01,36888.13,38157.31,36393.13,37225.0,37225.0,890076378
2025-10-01,37330.83,38940.86,36772.09,38450.0,38450.0,1441187848
2025-11-01,38406.76,39964.7,38034.61,38750.0,38750.0,1141699678
2025-12-01,38561.27,39113.03,37106.16,38100.0,38100.0,1396094473
2026-01-01,38225.72,38820.88,37341.03,38200.0,38200.0,1304086164
2026-02-01,38217.81,38853.84,36185.97,37345.0,37345.0,935342177
